项目编码,受助单位名称,资助金额
91093,广东省扶贫基金会,1200000
120981,广东省扶贫基金会,480000
123464,广东省扶贫基金会,300000
123387,广东省扶贫基金会,1000000
122122,广东省扶贫基金会,1000000
125074,广东省扶贫基金会,
81761,广东省青少年发展基金会,715165.1
62981,广州市残疾人福利基金会,120000
69746,辽宁省残疾人福利基金会,2204090
99161,辽宁省残疾人福利基金会,2000000
91010,辽宁省教育基金会,1000000
64220,辽宁省妇女儿童基金会,1830000
96516,辽宁省妇女儿童基金会,2530000
96661,吉林大学第一医院医学发展和医学援助基金会,680000
96658,吉林大学第一医院医学发展和医学援助基金会,680000
64206,吉林师范大学助学基金会,184000
69999,广州市职工济难基金会,200000
99185,广州市职工济难基金会,200000
91148,深圳市警察基金会,500000
91321,深圳市警察基金会,300000
106139,深圳市警察基金会,300000
88991,广东省人口基金会,1000000
64311,广东省环境保护基金会,500000
123461,广州市教育基金会,300000
69767,长春市残疾人福利基金会,3519330.55
66323,吉林省青少年发展基金会,200000
96899,吉林省青少年发展基金会,4956378.3
105683,吉林省青少年发展基金会,800000
83516,吉林省青少年发展基金会,5667229
110446,吉林省青少年发展基金会,1965754.49
83719,吉林省妇女儿童基金会,160000
91841,吉林省妇女儿童基金会,166800
64218,吉林省妇女儿童基金会,1200000
64226,吉林省妇女儿童基金会,110000
64266,吉林大学教育基金会,228060
96665,吉林大学教育基金会,424761
123488,吉林大学教育基金会,665823.09
69746,吉林省残疾人福利基金会,2825060
69767,吉林省残疾人福利基金会,1950503
100001,吉林省残疾人福利基金会,3111262
106408,吉林省残疾人福利基金会,2010000
69767,吉林省残疾人福利基金会,80000
69767,吉林省残疾人福利基金会,1000000
110541,吉林省残疾人福利基金会,5191250
110579,吉林省残疾人福利基金会,618928
68664,中国敦煌石窟保护研究基金会,3000000
94240,广州市合力科普基金会,270000
94241,广州市合力科普基金会,200000
94236,广州市合力科普基金会,300000
122690,广州市合力科普基金会,300000
122698,广州市合力科普基金会,200000
123386,广东省侨界仁爱基金会,400000
77106,广东省教育基金会,5000
78454,广东省教育基金会,1400000
69731,陕西省残疾人福利基金会,500000
69746,陕西省残疾人福利基金会,163899
69746,陕西省残疾人福利基金会,2180450
69746,陕西省残疾人福利基金会,232750
69746,陕西省残疾人福利基金会,460600
69767,陕西省残疾人福利基金会,300000
69767,陕西省残疾人福利基金会,1384040
69767,陕西省残疾人福利基金会,1373962.77
69780,陕西省残疾人福利基金会,1400000
100001,陕西省残疾人福利基金会,2753820
100023,陕西省残疾人福利基金会,2480000
100028,陕西省残疾人福利基金会,700000
100035,陕西省残疾人福利基金会,2092412.06
100037,陕西省残疾人福利基金会,150000
100053,陕西省残疾人福利基金会,775000
110539,陕西省残疾人福利基金会,937460
110549,陕西省残疾人福利基金会,7361669.77
110571,陕西省残疾人福利基金会,3160000
110601,陕西省残疾人福利基金会,980000
110602,陕西省残疾人福利基金会,773575
79916,广州市时代地产公益基金会,20943515.9
79980,广州市时代地产公益基金会,1100000
91094,广东省志愿者事业发展基金会,2000000
91075,陕西纯山教育基金会,33000
99801,陕西纯山教育基金会,18000
102552,陕西纯山教育基金会,255950.02
106472,陕西纯山教育基金会,
125676,广州市禁毒基金会,30000000
85102,广东省华南理工大学教育发展基金会,250000
122125,广东省华南理工大学教育发展基金会,150000
99108,陕西省红十字基金会,3315000
88451,陕西妇女儿童发展基金会,697482
96516,陕西妇女儿童发展基金会,7430000
100023,宝鸡市残疾人福利基金会,1300000
99982,宝鸡市残疾人福利基金会,900000
100085,宝鸡市残疾人福利基金会,715000
105683,青海省青少年发展基金会,710000
96899,青海省青少年发展基金会,8489847
94993,青海省青少年发展基金会,300000
83512,青海省青少年发展基金会,9709047.78
99766,青海省雪域仁济慈善基金会,2000000
69746,青海省残疾人福利基金会,2180450
69767,青海省残疾人福利基金会,830000
99948,青海省残疾人福利基金会,630000
100031,青海省残疾人福利基金会,200300
100001,青海省残疾人福利基金会,2294850
110571,青海省残疾人福利基金会,2570000
96888,甘肃省青少年发展基金会,9936995
106434,宁夏银川大学教育发展基金会,1000000
69731,宁夏回族自治区残疾人福利基金会,1020000
69746,宁夏回族自治区残疾人福利基金会,2180450
69767,宁夏回族自治区残疾人福利基金会,3000000
69767,宁夏回族自治区残疾人福利基金会,2520000
100001,宁夏回族自治区残疾人福利基金会,2294850
99982,宁夏回族自治区残疾人福利基金会,332500
100023,宁夏回族自治区残疾人福利基金会,2000000
100053,宁夏回族自治区残疾人福利基金会,475000
110550,宁夏回族自治区残疾人福利基金会,3330600
125050,深圳市教育发展基金会,
83530,宁夏青少年发展基金会,4900000
96887,宁夏青少年发展基金会,2728000
96888,宁夏青少年发展基金会,3500000
107462,宁夏青少年发展基金会,
91001,宁夏回族自治区扶贫基金会,20000000
118006,宁夏回族自治区扶贫基金会,50000000
95505,宁夏回族自治区妇女儿童发展基金会,20000
83729,宁夏回族自治区妇女儿童发展基金会,3061800
95258,宁夏回族自治区妇女儿童发展基金会,520000
105102,宁夏回族自治区妇女儿童发展基金会,4260000
110640,宁夏回族自治区妇女儿童发展基金会,100000
88508,深圳市社会公益基金会,2000000
110451,深圳市社会公益基金会,1000000
110446,深圳市社会公益基金会,3172196.14
83719,新疆妇女儿童发展基金会,1509600
95258,新疆妇女儿童发展基金会,2564000
64221,新疆妇女儿童发展基金会,2400000
96516,新疆妇女儿童发展基金会,3870000
108481,新疆妇女儿童发展基金会,2796
110633,新疆妇女儿童发展基金会,5996600
69746,新疆维吾尔自治区残疾人福利基金会,2180450
69767,新疆维吾尔自治区残疾人福利基金会,4000000
100001,新疆维吾尔自治区残疾人福利基金会,2753820
99982,新疆维吾尔自治区残疾人福利基金会,332500
100041,新疆维吾尔自治区残疾人福利基金会,331600
100023,新疆维吾尔自治区残疾人福利基金会,2000000
100053,新疆维吾尔自治区残疾人福利基金会,475000
110535,新疆维吾尔自治区残疾人福利基金会,592000
110541,新疆维吾尔自治区残疾人福利基金会,4691250
63990,广东省妇女儿童基金会,500000
96511,广东省妇女儿童基金会,1650000
64218,广东省妇女儿童基金会,1960000
66338,新疆维吾尔自治区青少年发展基金会,800000
66329,新疆维吾尔自治区青少年发展基金会,800000
83516,新疆维吾尔自治区青少年发展基金会,4964025
106527,新疆维吾尔自治区青少年发展基金会,80000
105681,新疆维吾尔自治区青少年发展基金会,1000000
96899,新疆维吾尔自治区青少年发展基金会,4700000
65091,援助西藏发展基金会,2500000
118466,重庆市扶贫基金会,3000000
69846,重庆市儿童医疗救助基金会,915300
99108,重庆市儿童医疗救助基金会,3164550
99108,重庆市儿童医疗救助基金会,279800
102020,广东省千禾社区公益基金会,998369.51
102020,广东省千禾社区公益基金会,700000
106469,广东省千禾社区公益基金会,80000
106472,广东省千禾社区公益基金会,
64161,重庆市法律援助基金会,350000
69731,重庆市残疾人福利基金会,540000
69742,重庆市残疾人福利基金会,690000
69746,重庆市残疾人福利基金会,2180450
69767,重庆市残疾人福利基金会,4000000
99948,重庆市残疾人福利基金会,540000
100023,重庆市残疾人福利基金会,2000000
100085,重庆市残疾人福利基金会,7164901.81
110550,重庆市残疾人福利基金会,2275500
93137,重庆浙商爱心基金会,
98555,重庆大学教育基金会,672000
81758,广州市羊城志愿服务基金会,200000
95326,广东省暨南大学教育发展基金会,60000
90693,广东省广东外语外贸大学教育发展基金会,1500000
79151,广东省广东外语外贸大学教育发展基金会,147311.19
106390,广东省广东外语外贸大学教育发展基金会,2400000
91173,广东省广东外语外贸大学教育发展基金会,200000
63882,广东省广东外语外贸大学教育发展基金会,200000
96899,重庆市青少年发展基金会,4363647.5
110446,重庆市青少年发展基金会,1021189.46
96669,重庆市妇女儿童基金会,1700000
62833,重庆宣传文化发展基金会,200000
90140,重庆宣传文化发展基金会,80000
62977,重庆市教育发展基金会,2400000
108935,中国器官移植发展基金会,200000
66337,四川省青少年发展基金会,1660000
66465,四川省青少年发展基金会,2000000
94984,四川省青少年发展基金会,8735338
95383,四川省青少年发展基金会,4758186
96899,四川省青少年发展基金会,2670000
83512,四川省青少年发展基金会,7249000
83516,四川省青少年发展基金会,6500000
83518,四川省青少年发展基金会,12933000
99948,湖南省残疾人福利基金会,450000
69746,湖南省残疾人福利基金会,1833450
69874,湖南省南华大学教育基金会,3178580
95647,湖南省汝城县教育基金会,100000
96816,湘潭市教育发展基金会,1000000
63535,湖南省中南林业科技大学教育基金会,45000
64196,湖南省扶贫基金会,1650000
101991,湖南省扶贫基金会,1960000
100968,长沙市青少年发展基金会,
78949,湖南省青少年发展基金会,
83516,湖南省青少年发展基金会,8786680
96887,湖南省青少年发展基金会,9513323
99739,湖南省老龄事业发展基金会,130000
82533,湖南省基督教信德基金会,1306000
82533,湖南省基督教信德基金会,986852.2
89923,湖南省基督教信德基金会,3992783.95
82539,湖南省基督教信德基金会,2684154.5
62312,湖南省妇女儿童发展基金会,180000
89827,湖南省妇女儿童发展基金会,500000
96527,湖南省妇女儿童发展基金会,251200
96527,湖南省妇女儿童发展基金会,142208
90998,江西省青少年发展基金会,1000000
66318,江西省青少年发展基金会,580000
65700,江西省青少年发展基金会,900000
75592,江西省青少年发展基金会,1423670
83516,江西省青少年发展基金会,6221207.6
96887,江西省青少年发展基金会,7203533.61
77812,江西省革命老区爱心基金会,5000000
67167,江西省革命老区爱心基金会,654277.91
89006,江西省革命老区爱心基金会,925363
69746,江西省残疾人福利基金会,2180450
69767,江西省残疾人福利基金会,2092862.83
100031,江西省残疾人福利基金会,200510
100028,江西省残疾人福利基金会,700000
110531,江西省残疾人福利基金会,2280000
110541,江西省残疾人福利基金会,4691250
110549,江西省残疾人福利基金会,2104994.08
110577,江西省残疾人福利基金会,361500
